2023-07-01 09:37:46,803 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6a41eaa2: startup date [Sat Jul 01 09:37:46 CEST 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2023-07-16 15:37:39,064 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2023-07-16 15:37:39,106 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2023-07-16 15:37:39,258 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2023-07-16 15:38:40,112 | WARN  | Transport Connection to: tcp://127.0.0.1:52066 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:52066@61616
2023-07-16 15:39:59,525 | WARN  | Transport Connection to: tcp://127.0.0.1:52056 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:52056@61616
2023-07-16 15:40:00,091 | WARN  | Transport Connection to: tcp://127.0.0.1:52091 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:52091@61616
2023-07-16 19:18:29,303 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6a41eaa2: startup date [Sun Jul 16 19:18:29 CEST 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2023-07-16 19:18:29,687 | INFO  | PListStore:[H:\Download\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2023-07-16 19:18:29,696 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[H:\Download\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2023-07-16 19:18:29,905 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-16 19:18:29,926 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-16 19:18:29,933 | INFO  | Recovery replayed 119 operations from the journal in 0.021 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-16 19:18:30,060 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-54147-1689527909946-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2023-07-16 19:18:30,116 | INFO  | Listening for connections at: tcp://DESKTOP-EGLKD70:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-16 19:18:30,116 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2023-07-16 19:18:30,118 | INFO  | Listening for connections at: amqp://DESKTOP-EGLKD70:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-16 19:18:30,118 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2023-07-16 19:18:30,120 | INFO  | Listening for connections at: stomp://DESKTOP-EGLKD70:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-16 19:18:30,120 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2023-07-16 19:18:30,121 | INFO  | Listening for connections at: mqtt://DESKTOP-EGLKD70:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-16 19:18:30,122 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2023-07-16 19:18:30,194 | INFO  | Listening for connections at ws://DESKTOP-EGLKD70:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2023-07-16 19:18:30,194 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2023-07-16 19:18:30,194 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-54147-1689527909946-0:1) started | org.apache.activemq.broker.BrokerService | main
2023-07-16 19:18:30,194 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2023-07-16 19:18:30,427 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2023-07-16 19:18:30,471 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2023-07-16 19:18:30,610 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2023-07-16 19:21:09,466 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-54147-1689527909946-0:1) is shutting down | org.apache.activemq.broker.BrokerService | Thread-33
2023-07-16 19:21:09,469 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | Thread-33
2023-07-16 19:21:09,469 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | Thread-33
2023-07-16 19:21:09,469 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | Thread-33
2023-07-16 19:21:09,469 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | Thread-33
2023-07-16 19:21:09,555 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | Thread-33
2023-07-16 19:21:09,557 | INFO  | PListStore:[H:\Download\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | Thread-33
2023-07-16 19:21:09,557 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | Thread-33
2023-07-16 19:21:09,557 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | Thread-33
2023-07-16 19:21:09,557 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | Thread-33
2023-07-16 19:21:09,751 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-54147-1689527909946-0:1) uptime 2 minutes | org.apache.activemq.broker.BrokerService | Thread-33
2023-07-16 19:21:09,751 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-54147-1689527909946-0:1) is shutdown | org.apache.activemq.broker.BrokerService | Thread-33
2023-07-16 19:21:09,751 | INFO  | Closing org.apache.activemq.xbean.XBeanBrokerFactory$1@6a41eaa2: startup date [Sun Jul 16 19:18:29 CEST 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | Thread-33
2023-07-16 19:21:09,787 | INFO  | Destroying Spring FrameworkServlet 'dispatcher' | /admin | Thread-33
2023-07-16 19:21:14,336 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6a41eaa2: startup date [Sun Jul 16 19:21:14 CEST 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2023-07-16 19:21:14,716 | INFO  | PListStore:[H:\Download\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2023-07-16 19:21:14,726 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[H:\Download\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2023-07-16 19:21:14,933 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-16 19:21:14,955 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-16 19:21:14,964 | INFO  | Recovery replayed 152 operations from the journal in 0.022 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-16 19:21:15,090 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-54249-1689528074976-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2023-07-16 19:21:15,146 | INFO  | Listening for connections at: tcp://DESKTOP-EGLKD70:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-16 19:21:15,146 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2023-07-16 19:21:15,148 | INFO  | Listening for connections at: amqp://DESKTOP-EGLKD70:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-16 19:21:15,148 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2023-07-16 19:21:15,150 | INFO  | Listening for connections at: stomp://DESKTOP-EGLKD70:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-16 19:21:15,150 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2023-07-16 19:21:15,152 | INFO  | Listening for connections at: mqtt://DESKTOP-EGLKD70:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-16 19:21:15,152 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2023-07-16 19:21:15,223 | INFO  | Listening for connections at ws://DESKTOP-EGLKD70:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2023-07-16 19:21:15,223 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2023-07-16 19:21:15,223 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-54249-1689528074976-0:1) started | org.apache.activemq.broker.BrokerService | main
2023-07-16 19:21:15,223 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2023-07-16 19:21:15,477 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2023-07-16 19:21:15,534 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2023-07-16 19:21:15,681 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2023-07-16 19:25:04,590 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-54249-1689528074976-0:1) is shutting down | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2023-07-16 19:25:04,593 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2023-07-16 19:25:04,593 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2023-07-16 19:25:04,593 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2023-07-16 19:25:04,593 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2023-07-16 19:25:04,677 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2023-07-16 19:25:04,679 | INFO  | PListStore:[H:\Download\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | ActiveMQ ShutdownHook
2023-07-16 19:25:04,679 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2023-07-16 19:25:04,679 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2023-07-16 19:25:04,679 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2023-07-16 19:25:05,158 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-54249-1689528074976-0:1) uptime 3 minutes | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2023-07-16 19:25:05,158 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-54249-1689528074976-0:1) is shutdown | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2023-07-16 19:25:05,158 | INFO  | Closing org.apache.activemq.xbean.XBeanBrokerFactory$1@6a41eaa2: startup date [Sun Jul 16 19:21:14 CEST 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | ActiveMQ ShutdownHook
2023-07-16 19:25:05,193 | INFO  | Destroying Spring FrameworkServlet 'dispatcher' | /admin | ActiveMQ ShutdownHook
2023-07-16 19:25:32,413 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6a41eaa2: startup date [Sun Jul 16 19:25:32 CEST 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2023-07-16 19:25:32,805 | INFO  | PListStore:[H:\Download\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2023-07-16 19:25:32,815 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[H:\Download\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2023-07-16 19:25:33,529 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-16 19:25:33,554 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-16 19:25:33,565 | INFO  | Recovery replayed 199 operations from the journal in 0.026 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-16 19:25:33,690 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-54352-1689528333576-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2023-07-16 19:25:33,749 | INFO  | Listening for connections at: tcp://DESKTOP-EGLKD70:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-16 19:25:33,750 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2023-07-16 19:25:33,752 | INFO  | Listening for connections at: amqp://DESKTOP-EGLKD70:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-16 19:25:33,752 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2023-07-16 19:25:33,753 | INFO  | Listening for connections at: stomp://DESKTOP-EGLKD70:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-16 19:25:33,754 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2023-07-16 19:25:33,755 | INFO  | Listening for connections at: mqtt://DESKTOP-EGLKD70:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-16 19:25:33,755 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2023-07-16 19:25:33,825 | INFO  | Listening for connections at ws://DESKTOP-EGLKD70:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2023-07-16 19:25:33,825 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2023-07-16 19:25:33,825 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-54352-1689528333576-0:1) started | org.apache.activemq.broker.BrokerService | main
2023-07-16 19:25:33,826 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2023-07-16 19:25:34,074 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2023-07-16 19:25:34,120 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2023-07-16 19:25:34,245 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2023-07-16 19:28:26,517 | WARN  | Transport Connection to: tcp://127.0.0.1:54368 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54368@61616
2023-07-16 19:28:34,262 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-54352-1689528333576-0:1) is shutting down | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2023-07-16 19:28:34,262 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2023-07-16 19:28:34,262 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2023-07-16 19:28:34,263 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2023-07-16 19:28:34,263 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2023-07-16 19:28:34,346 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2023-07-16 19:28:34,348 | INFO  | PListStore:[H:\Download\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | ActiveMQ ShutdownHook
2023-07-16 19:28:34,348 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2023-07-16 19:28:34,348 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2023-07-16 19:28:34,348 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2023-07-16 19:28:34,477 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-54352-1689528333576-0:1) uptime 3 minutes | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2023-07-16 19:28:34,477 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-54352-1689528333576-0:1) is shutdown | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2023-07-16 19:28:34,478 | INFO  | Closing org.apache.activemq.xbean.XBeanBrokerFactory$1@6a41eaa2: startup date [Sun Jul 16 19:25:32 CEST 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | ActiveMQ ShutdownHook
2023-07-16 19:28:34,513 | INFO  | Destroying Spring FrameworkServlet 'dispatcher' | /admin | ActiveMQ ShutdownHook
2023-07-16 19:28:47,564 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6a41eaa2: startup date [Sun Jul 16 19:28:47 CEST 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2023-07-16 19:28:47,973 | INFO  | PListStore:[H:\Download\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2023-07-16 19:28:47,983 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[H:\Download\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2023-07-16 19:28:48,187 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-16 19:28:48,210 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-16 19:28:48,221 | INFO  | Recovery replayed 236 operations from the journal in 0.026 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-16 19:28:48,349 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-54415-1689528528234-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2023-07-16 19:28:48,413 | INFO  | Listening for connections at: tcp://DESKTOP-EGLKD70:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-16 19:28:48,413 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2023-07-16 19:28:48,415 | INFO  | Listening for connections at: amqp://DESKTOP-EGLKD70:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-16 19:28:48,415 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2023-07-16 19:28:48,417 | INFO  | Listening for connections at: stomp://DESKTOP-EGLKD70:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-16 19:28:48,417 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2023-07-16 19:28:48,419 | INFO  | Listening for connections at: mqtt://DESKTOP-EGLKD70:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-16 19:28:48,419 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2023-07-16 19:28:48,492 | INFO  | Listening for connections at ws://DESKTOP-EGLKD70:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2023-07-16 19:28:48,492 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2023-07-16 19:28:48,492 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-54415-1689528528234-0:1) started | org.apache.activemq.broker.BrokerService | main
2023-07-16 19:28:48,492 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2023-07-16 19:28:48,715 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2023-07-16 19:28:48,752 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2023-07-16 19:28:48,895 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
